id,name__sv,name__it,name__fr,name__en,name,wikipedia__sv,gender,birth_date,given_name,identifier__Riksdagen,original_wikiname,name__nl,name__de,wikipedia__commons,wikipedia__en,image,name__nb,name__uk,name__da,name__nn,name__fi,name__pl,name__pt,name__ru,wikipedia__da,wikipedia__fi,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__simple,wikipedia__uk,identifier__VIAF,identifier__SELIBR,name__es,wikipedia__de,identifier__freebase,name__sco,name__id,wikipedia__fr,wikipedia__id,wikipedia__sco,identifier__ISNI,identifier__LCAuth,family_name,name__mg,wikipedia__mg,name__af,name__an,name__ar,name__az,name__be,name__bg,name__bn,name__br,name__bs,name__ca,name__cs,name__de_ch,name__el,name__en_ca,name__en_gb,name__eo,name__et,name__gl,name__he,name__hi,name__hu,name__io,name__is,name__ja,name__ka,name__ko,name__la,name__lb,name__lt,name__lv,name__mn,name__mr,name__ms,name__oc,name__pt_br,name__qu,name__se,name__sq,name__sr,name__sw,name__tr,name__vi,name__yo,name__zh,name__hr,name__fa,name__fo,wikipedia__af,wikipedia__an,wikipedia__ar,wikipedia__az,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__br,wikipedia__bs,wikipedia__ca,wikipedia__cs,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fiwikiquote,wikipedia__fo,wikipedia__frwikiquote,wikipedia__gl,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__oc,wikipedia__qu,wikipedia__se,wikipedia__sq,wikipedia__sr,wikipedia__svwikiquote,wikipedia__sw,wikipedia__tr,wikipedia__vi,wikipedia__yo,wikipedia__zh,identifier__GND,identifier__SUDOC,identifier__IMDB,identifier__Munzinger,identifier__parlement,name__be_tarask,wikipedia__be_x_old,website,name__ro,wikipedia__ro,identifier__EuroparlMEP,name__nds,name__vmf,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,name__fit,name__ta,name__sh,name__mk,name__hy,name__ur,wikipedia__cswikiquote,wikipedia__hy,wikipedia__sh,wikipedia__ta,wikipedia__ur,facebook,name__gsw,twitter,identifier__BIBSYS,identifier__BNF,name__ie,wikipedia__ie,name__ast,name__bar,name__co,name__cy,name__eu,name__fur,name__ga,name__gd,name__li,name__lij,name__lmo,name__nap,name__nds_nl,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sk,name__sl,name__vec,name__vls,name__wa,identifier__FAST,identifier__PACE,identifier__NTA,name__th,wikipedia__th,identifier__GTAA,death_date,identifier__OLID,wikipedia__nds,wikipedia__etwikiquote,wikipedia__bswikiquote,wikipedia__ga,wikipedia__nowikiquote,wikipedia__svwikinews,identifier__NNDB,name__sah,wikipedia__sah,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,wikipedia__sk
Q2029325,Gustav Fridolin,Gustav Fridolin,Gustav Fridolin,Gustav Fridolin,Gustav Fridolin,Gustav Fridolin,male,1983-05-10,Gustav,0238588409223,Gustav Fridolin,Gustav Fridolin,Gustav Fridolin,,Gustav Fridolin,https://upload.wikimedia.org/wikipedia/commons/1/10/Gustav_Fridolin_i_okt_2014.jpg,Gustav Fridolin,Густав Фрідолін,Gustav Fridolin,Gustav Fridolin,,Gustav Fridolin,Gustav Fridolin,,,,Gustav Fridolin,Gustav Fridolin,Gustav Fridolin,,Gustav Fridolin,Густав Фрідолін,102629621,,Gustav Fridolin,,/m/02ps94w,,Gustav Fridolin,Gustav Fridolin,Gustav Fridolin,,0000 0000 8404 5919,,,,,,,,,,,গুস্তাভ ফ্রীদোলিন,,,,,,,,,,,,,,Gustav Fridolin,,Gustav Fridolin,,,구스타프 프리돌린,Gustavus Fridolin,,,,,,,,,,,,,,,,,,,,,,,,,,,গুস্তাভ ফ্রীদোলিন,,,,,,,,Gustav Fridolin,,,,,,,,,,,,Gustav Fridolin,Gustav Fridolin,,,구스타프 프리돌린,Gustavus Fridolin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x09049176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4411204,Göran Lennmarker,,Göran Lennmarker,Göran Lennmarker,Göran Lennmarker,Göran Lennmarker,male,1943-12-07,Göran,0739152363302,Göran Lennmarker,Göran Lennmarker,Göran Lennmarker,,Göran Lennmarker,,,,,,Göran Lennmarker,,,,,Göran Lennmarker,,,,,,,59055205,,Göran Lennmarker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Göran Lennmarker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4955456,Helena Höij,,Helena Höij,Helena Höij,Helena Höij,Helena Höij,female,1965,Helena,0346261747912,Helena Höij,Helena Höij,Helena Höij,,Helena Höij,https://upload.wikimedia.org/wikipedia/commons/0/04/Helena_hoij.jpg,Helena Höij,,Helena Höij,Helena Höij,Helena Höij,,,,,,,,,,,,,,Helena Höij,,,,,,,,,,,,,Helena Höij,,,,,,,,,,,,,,,,,,,,Helena Höij,,,,,,,,,,,,,,,,Helena Höij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5716511,Henrik S. Järrel,,Henrik S. Järrel,Henrik S. Järrel,Henrik S. Järrel,Henrik S. Järrel,male,1948-11-09,Henrik,0857394544302,Henrik S. Järrel,Henrik S. Järrel,,,Henrik S. Järrel,,Henrik S. Järrel,,,Henrik S. Järrel,,,,,,,,,,,,,17194870,,Henrik S. Järrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henrik S. Järrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4575538,Inger Nordlander,,Inger Nordlander,Inger Nordlander,Inger Nordlander,Inger Nordlander,female,1938,Inger,0320950917801,Inger Nordlander,Inger Nordlander,Inger Nordlander,,Inger Nordlander,,Inger Nordlander,,,,,,,,,,Inger Nordlander,,,,,,,,Inger Nordlander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inger Nordlander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5886445,Jan Emanuel Johansson,,Jan Emanuel Johansson,Jan Emanuel Johansson,Jan Emanuel Johansson,Jan Emanuel Johansson,male,1974-05-02,Jan,0542215898226,Jan Emanuel Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johansson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5859394,Joe Frans,Joe Frans,Joe Frans,Joe Frans,Joe Frans,Joe Frans,male,1963-09-09,Joe,0170700930812,Joe Frans,Joe Frans,,,Joe Frans (politician),,,,,,,,,,,,,,,,,,,,Joe Frans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Frans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6015874,Kaj Nordquist,,Kaj Nordquist,Kaj Nordquist,Kaj Nordquist,Kaj Nordquist,male,1953-04-14,Kaj,0976656359110,Kaj Nordquist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5937876,Kalle Larsson,,Kalle Larsson,Kalle Larsson,Kalle Larsson,Kalle Larsson,male,1969,Kalle,0449003924218,Kalle Larsson,Kalle Larsson,Kalle Larsson,,Kalle Larsson,https://upload.wikimedia.org/wikipedia/commons/f/f0/Kalle_Larsson_2.jpg,Kalle Larsson,,Kalle Larsson,Kalle Larsson,Kalle Larsson,,,,,,,,,,,,313137041,,Kalle Larsson,,,,,,,,,,Larsson,,,Kalle Larsson,,,,,,,,,,,,,,,,,,,,Kalle Larsson,,,,,,,,,,,,,,,,Kalle Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4972961,Karin Pilsäter,,Karin Pilsäter,Karin Pilsäter,Karin Pilsäter,Karin Pilsäter,female,1960-06-24,Karin,0101299073819,Karin Pilsäter,Karin Pilsäter,Karin Pilsäter,Category:Karin Pilsäter,Karin Pilsäter,https://upload.wikimedia.org/wikipedia/commons/7/75/Karin_Pilsäter.jpg,Karin Pilsäter,,Karin Pilsäter,Karin Pilsäter,Karin Pilsäter,,,,,,,,,,,,49199090,,Karin Pilsäter,,,,,,,,,,,,,Karin Pilsäter,,,,,,,,,,,,,,,,,,,,Karin Pilsäter,,,,,,,,,,,,,,,,Karin Pilsäter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q946818,Lars Leijonborg,Lars Leijonborg,Lars Leijonborg,Lars Leijonborg,Lars Leijonborg,Lars Leijonborg,male,1949-11-21,Lars,0980725315516,Lars Leijonborg,Lars Leijonborg,Lars Leijonborg,Lars Leijonborg,Lars Leijonborg,"https://upload.wikimedia.org/wikipedia/commons/b/bf/Lars_Leijonborg,_director_of_the_Teskedsorden_Foundation.jpg",Lars Leijonborg,,Lars Leijonborg,Lars Leijonborg,Lars Leijonborg,Lars Leijonborg,Lars Leijonborg,,Lars Leijonborg,Lars Leijonborg,Lars Leijonborg,Lars Leijonborg,Lars Leijonborg,,,,63191572,,Lars Leijonborg,Lars Leijonborg,/m/044mpr,,Lars Leijonborg,Lars Leijonborg,Lars Leijonborg,,,,,,,,,,,,,,,,,,,,,,,,,,,Lars Leijonborg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lars Leijonborg,,,,,,,,,,,Lars Leijonborg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q262285,Lars Ohly,,Lars Ohly,Lars Ohly,Lars Ohly,Lars Ohly,male,1957-01-13,Lars,0371688419616,Lars Ohly,Lars Ohly,Lars Ohly,,Lars Ohly,https://upload.wikimedia.org/wikipedia/commons/a/a6/Lars_Ohly_2.jpg,Lars Ohly,,Lars Ohly,Lars Ohly,Lars Ohly,Lars Ohly,Lars Ohly,,,Lars Ohly,Lars Ohly,Lars Ohly,,,,,183447059,,Lars Ohly,Lars Ohly,/m/036j4t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lars Ohly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lars Ohly,,,,,,,,,,,,,,,,,,,,,,,,,Lars Ohly,,,,,,,,,,,,,,nm2165216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q297821,Lena Adelsohn Liljeroth,,Lena Adelsohn Liljeroth,Lena Adelsohn Liljeroth,Lena Adelsohn Liljeroth,Lena Adelsohn Liljeroth,female,1955-11-24,Lena,0427127522211,Lena Adelsohn Liljeroth,Lena Adelsohn Liljeroth,Lena Adelsohn Liljeroth,,Lena Adelsohn Liljeroth,https://upload.wikimedia.org/wikipedia/commons/d/df/Modegalan2011_1c554_5259.Lena_Adelsohn_Liljeroth.jpg,Lena Adelsohn Liljeroth,,Lena Adelsohn Liljeroth,Lena Adelsohn Liljeroth,,Lena Adelsohn Liljeroth,Lena Adelsohn Liljeroth,,Lena Adelsohn Liljeroth,,Lena Adelsohn Liljeroth,Lena Adelsohn Liljeroth,Lena Adelsohn Liljeroth,,,,102910313,,Lena Adelsohn Liljeroth,Lena Adelsohn Liljeroth,/m/0dkpqb,Lena Adelsohn Liljeroth,Lena Adelsohn Liljeroth,Lena Adelsohn Liljeroth,Lena Adelsohn Liljeroth,Lena Adelsohn Liljeroth,,,,,,,,,,,,,,,,,,,Lena Adelsohn Liljeroth,Lena Adelsohn Liljeroth,,Lena Adelsohn Liljeroth,,,,Lena Adelsohn Liljeroth,,,,,,,,,,,,,,Lena Adelsohn Liljeroth,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lena Adelsohn Liljeroth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4988676,Maria Hassan,,Maria Hassan,Maria Hassan,Maria Hassan,Maria Hassan,female,1952,Maria,0566106045918,Maria Hassan,Maria Hassan,Maria Hassan,,Maria Hassan,,,,,,,,,,,,,,,,,,56125826,,Maria Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4973390,Marietta de Pourbaix-Lundin,,Marietta de Pourbaix-Lundin,Marietta de Pourbaix-Lundin,Marietta de Pourbaix-Lundin,Marietta de Pourbaix-Lundin,female,1951,Marietta,0125165702713,Marietta de Pourbaix-Lundin,Marietta de Pourbaix-Lundin,,,Marietta de Pourbaix-Lundin,,,,,,,,,,,,,,,,,,,,Marietta de Pourbaix-Lundin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marietta de Pourbaix-Lundin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q571725,Mats Odell,,Mats Odell,Mats Odell,Mats Odell,Mats Odell,male,1947-04-30,Mats,0700424025906,Mats Odell,Mats Odell,Mats Odell,,Mats Odell,https://upload.wikimedia.org/wikipedia/commons/c/cf/Mats_Odell.JPG,Mats Odell,,Mats Odell,Mats Odell,,Mats Odell,,,,,Mats Odell,Mats Odell,,,,,,,Mats Odell,Mats Odell,/m/09t045,,Mats Odell,Mats Odell,Mats Odell,,,,,,,,,,,,,,,,,,,,,,,,,,,Mats Odell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mats Odell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2396467,Mauricio Rojas,Mauricio Rojas,Mauricio Rojas,Mauricio Rojas,Mauricio Rojas,Mauricio Rojas,male,1950-06-28,Mauricio,0591055036519,Mauricio Rojas,Mauricio Rojas,Mauricio Rojas,Category:Mauricio Rojas,Mauricio Rojas,https://upload.wikimedia.org/wikipedia/commons/1/13/Mauricio_rojas_mullor.JPG,Mauricio Rojas,,Mauricio Rojas,Mauricio Rojas,,,Mauricio Rojas,,,,Mauricio Rojas,,Mauricio Rojas,,,,69834931,,Mauricio Rojas Mullor,,/m/0kryhv,,,,,,0000 0001 1769 1387,,,,,,,,,,,,,,,,,,,,,,,,,Mauricio Rojas Mullor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mauricio Rojas Mullor,,,,,,,,,,,,,Mauricio Rojas,,,,,,,,,,,,,,,,,,,,,,,,,156955393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q719015,Mikael Odenberg,,Mikael Odenberg,Mikael Odenberg,Mikael Odenberg,Mikael Odenberg,male,1953-12-14,Mikael,0483316376813,Mikael Odenberg,Mikael Odenberg,Mikael Odenberg,Mikael Odenberg,Mikael Odenberg,https://upload.wikimedia.org/wikipedia/commons/9/9c/Mikael_Odenberg.jpg,Mikael Odenberg,Мікаел Уденберг,Mikael Odenberg,Mikael Odenberg,,Mikael Odenberg,,,,,,Mikael Odenberg,,,,Мікаел Уденберг,,,Mikael Odenberg,Mikael Odenberg,/m/0dcz05,,,Mikael Odenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mikael Odenberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q231413,Mona Sahlin,Mona Sahlin,Mona Sahlin,Mona Sahlin,Mona Sahlin,Mona Sahlin,female,1957-03-09,Mona,0806338394516,Mona Sahlin,Mona Sahlin,Mona Sahlin,Mona Sahlin,Mona Sahlin,https://upload.wikimedia.org/wikipedia/commons/d/df/Mona_Salhin_2009-06-06.jpg,Mona Sahlin,Мона Салін,Mona Sahlin,Mona Sahlin,Mona Sahlin,Mona Sahlin,Mona Sahlin,"Салин, Мона",Mona Sahlin,Mona Sahlin,Mona Sahlin,Mona Sahlin,Mona Sahlin,"Салин, Мона",Mona Sahlin,Мона Салін,50033834,202061,Mona Sahlin,Mona Sahlin,/m/02vmkh,,,Mona Sahlin,,,0000 0000 7860 3670,n96064192,,,,,,منى سالين,,,,,,,,,,,,,Mona Sahlin,Mona Sahlin,,,,Mona Sahlin,,,モナ・サーリン,,,,,,,,,,,,,,,,,,,,,,,,,,منى سالين,,,,,,,,,,Mona Sahlin,Mona Sahlin,Mona Sahlin,Mona Sahlin,,Mona Sahlin,,,,,,,,,,Mona Sahlin,モナ・サーリン,,,,,,,,,,Mona Sahlin,Mona Sahlin,,,,,,Mona Sahlin,,,,,,119342405,034224912,nm0756362,00000021569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500274d,,,,,,,,,,,,,,,,,,,,,,,,,,376849,,,,,,,,,Mona Sahlin,,,,,,,,,,,,,,
Q6034916,Nikos Papadopoulos,,Nikos Papadopoulos,Nikos Papadopoulos,Nikos Papadopoulos,Nikos Papadopoulos,male,1939,Nikos,0899701619804,Nikos Papadopoulos,Nikos Papadopoulos,Nikos Papadopoulos,,Nikos Papadopoulos (Swedish politician),,,,,,,,,,,,,,,,,,,,Nikos Papadopoulos,,,Nikos Papadopoulos,,,,Nikos Papadopoulos,,,,,,,,,,,,,,,,,,Νίκος Παπαδόπουλος,,,,,,,,Nikos Papadopoulos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q241851,Nyamko Sabuni,Nyamko Sabuni,Nyamko Sabuni,Nyamko Sabuni,Nyamko Sabuni,Nyamko Sabuni,female,1969-03-31,,0802373156815,Nyamko Sabuni,Nyamko Sabuni,Nyamko Sabuni,,Nyamko Sabuni,https://upload.wikimedia.org/wikipedia/commons/6/68/Nyamko_Sabuni_undated.jpg,Nyamko Sabuni,,Nyamko Sabuni,Nyamko Sabuni,Nyamko Sabuni,Nyamko Sabuni,,"Сабуни, Ньямко",,Nyamko Sabuni,Nyamko Sabuni,Nyamko Sabuni,,"Сабуни, Ньямко",,,84263070,,Nyamko Sabuni,Nyamko Sabuni,/m/0kr_1k,,Nyamko Sabuni,Nyamko Sabuni,Nyamko Sabuni,,,nb2012000959,,,,,,نيامكو سابوني,,,,,,,,Nyamko Sabuni,,,,,Nyamko Sabuni,Nyamko Sabuni,,,,Nyamko Sabuni,,,,,,,,,,,,,,,,,,,Nyamko Sabuni,,,,,,,,,,نيامكو سابوني,,,,,,,,,,,Nyamko Sabuni,Nyamko Sabuni,Nyamko Sabuni,,,,,,,,,,,,Nyamko Sabuni,,,,,,,,,,,,,,,,,,,Nyamko Sabuni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6063807,Ola Rask,,Ola Rask,Ola Rask,Ola Rask,Ola Rask,male,1940,Ola,0837501934208,Ola Rask,Ola Rask,Ola Rask,,Ola Rask,,,,,,,,,,,,,,,,,,,,Ola Rask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ola Rask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q320842,Pär Nuder,,Pär Nuder,Pär Nuder,Pär Nuder,Pär Nuder,male,1963-02-27,Pär,0138450838510,Pär Nuder,Pär Nuder,Pär Nuder,,Pär Nuder,https://upload.wikimedia.org/wikipedia/commons/c/ca/Per_Nuder.jpg,Pär Nuder,,Pär Nuder,Pär Nuder,Pär Nuder,,,,,Pär Nuder,Pär Nuder,,,,,,78751469,,Pär Nuder,Pär Nuder,/m/0463yr,,,,,,,,,,,,,,,,,,,,,,,,,,,Pär Nuder,,,,Pär Nuder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pär Nuder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q966884,Stefan Attefall,,Stefan Attefall,Stefan Attefall,Stefan Attefall,Stefan Attefall,male,1960-08-21,Stefan,0745549193810,Stefan Attefall,Stefan Attefall,Stefan Attefall,,Stefan Attefall,https://upload.wikimedia.org/wikipedia/commons/6/6f/Stefan_Attefall_2014.jpg,Stefan Attefall,,Stefan Attefall,Stefan Attefall,Stefan Attefall,Stefan Attefall,,,,Stefan Attefall,,Stefan Attefall,,,,,,,Stefan Attefall,Stefan Attefall,/m/02q0cl5,,Stefan Attefall,Stefan Attefall,Stefan Attefall,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefan Attefall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4962783,Sylvia Lindgren,,Sylvia Lindgren,Sylvia Lindgren,Sylvia Lindgren,Sylvia Lindgren,female,1945,Sylvia,0977023188809,Sylvia Lindgren,Sylvia Lindgren,Sylvia Lindgren,,Sylvia Lindgren,,,,,,,,,,,,,,,,,,,,Sylvia Lindgren,,,Sylvia Lindgren,,,,Sylvia Lindgren,,,,,,,,,,,,,,,,,,,,,,,,,,Sylvia Lindgren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4954312,Ulla Hoffmann,,Ulla Hoffmann,Ulla Hoffmann,Ulla Hoffmann,Ulla Hoffmann,female,1942-03-31,Ulla,0166402877505,Ulla Hoffmann,Ulla Hoffmann,Ulla Hoffmann,,Ulla Hoffmann,,,,,,,,Ulla Hoffmann,,,,,,,,,,,,Ulla Hoffmann,,,Ulla Hoffmann,,,,Ulla Hoffmann,,,,,,,,,,,,,,,,,,,,,,,,,,Ulla Hoffmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4971741,Veronica Palm,,Veronica Palm,Veronica Palm,Veronica Palm,Veronica Palm,female,1973-02-01,Veronica,0548314774911,Veronica Palm,Veronica Palm,Veronica Palm,,Veronica Palm,https://upload.wikimedia.org/wikipedia/commons/a/a9/Socialdemokrat.Veronica_Palm_1c301_5875.jpg,Veronica Palm,,Veronica Palm,,Veronica Palm,,,,Veronica Palm,Veronica Palm,Veronica Palm,,,,,,,,Veronica Palm,,/m/04n1s87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veronica Palm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
