id,name__en,name,image,gender,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NLA,birth_date,death_date,identifier__freebase,given_name,identifier__NTA,identifier__Muzinger,website,identifier__CiNii,identifier__NDL,birth_name,family_name,identifier__UScongress,wikipedia__en,identifier__NNDB,identifier__Munzinger,name__nb,name__it,name__de,name__nl,name__af,name__ar,name__bcl,name__bg,name__br,name__ca,name__ceb,name__cs,name__da,name__eo,name__es,name__et,name__eu,name__fa,name__fi,name__fo,name__fr,name__gl,name__he,name__hu,name__id,name__ilo,name__io,name__ja,name__ko,name__la,name__mr,name__ms,name__oc,name__pag,name__pam,name__pl,name__pt,name__ru,name__sk,name__sv,name__ta,name__th,name__tl,name__tr,name__uk,name__vi,name__war,name__zh,name__sr,name__jv,name__hr,name__de_ch,name__el,name__en_ca,name__en_gb,name__mg,name__pt_br,name__yue,name__nan,name__hy,name__arz,name__lv,name__sh,name__cbk_zam,name__nn,name__kk,name__lb,name__zh_yue,wikipedia__af,wikipedia__ar,wikipedia__arz,wikipedia__bcl,wikipedia__bg,wikipedia__br,wikipedia__ca,wikipedia__cbk_zam,wikipedia__ceb,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__da,wikipedia__de,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__eswikiquote,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fo,wikipedia__fr,wikipedia__gl,wikipedia__he,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__ilo,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__kk,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__mg,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pag,wikipedia__pam,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__th,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__war,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__zh,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__sw,name__bn,name__ia,name__mk,name__yo,name__ka,name__lt,name__qu,name__ro,wikipedia__bn,wikipedia__ia,wikipedia__ka,wikipedia__lt,wikipedia__mk,wikipedia__qu,wikipedia__ro,wikipedia__sw,wikipedia__yo,name__be,name__zh_mo,name__zh_my,name__simple,wikipedia__be,wikipedia__plwikiquote,name__ml,name__gsw,name__co,name__fy,name__haw,name__is,name__ksh,name__nds,name__pap,name__pdc,name__pih,name__pms,name__scn,name__sco,name__sc,wikipedia__als,wikipedia__bgwikiquote,wikipedia__co,wikipedia__fy,wikipedia__haw,wikipedia__is,wikipedia__ksh,wikipedia__ml,wikipedia__nds,wikipedia__nn,wikipedia__pap,wikipedia__pdc,wikipedia__pih,wikipedia__pms,wikipedia__scn,wikipedia__sco,wikipedia__sc,name__uz,name__ga,name__az,name__an,name__lmo,name__nds_nl,name__sl,name__sq,name__wa,wikipedia__az,wikipedia__ga,wikipedia__itwikiquote,wikipedia__uz,wikipedia__eswikisource,name__pa,wikipedia__pa,name__be_tarask,wikipedia__be_x_old
Q3492554,Arsenio Lacson,Arsenio Lacson,,male,,,,,,,,,1911-12-26,1962-04-15,,,,,,,,,,,Arsenio Lacson,,,,,Arsenio Lacson,Arsenio Lacson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arsenio Lacson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3547359,José Ozámiz,José Ozámiz,,male,,,,,,,,,1898-05-05,1944-01-01,/m/0bppb3,José,,,,,,,,,José Ozámiz,,,,,José Ozámiz,José Ozámiz,,,,,,,,,,,José Ozámiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jose Ozamiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Ozámiz,,,,,,,,,,,,,,,,,,,,,,,,,,,Jose Ozamiz,,,,,,,,,,,,,,,Jose Ozamiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3549074,León María Guerrero,León María Guerrero,,male,,160908349,,,,,,,1853-01-01,1935-01-01,/m/0fpv9j,Leon,,,,,,,,,León María Guerrero,,,,,León María Guerrero,León María Guerrero,,,,,,,,,,,León María Guerrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leon Maria Guerrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,León María Guerrero,,,,,,,,,,,,,,,,,,,,,,,,,,,León María Guerrero,,,,,,,,,,,,,,,Leon Maria Guerrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3549846,Cesar Climaco,Cesar Climaco,,male,,1604893,,,,,,,1916-02-28,1984-11-14,,Cesar,,,,,,,,,Cesar Climaco,,,Cesar Climaco,,Cesar Climaco,,,,,,,,,,Cesar Climaco,,Cesar Climaco,,,,,,Cesar Climaco,,,,,,,,,,,,,,,,,,,Cesar Climaco,,,Cesar Climaco,,,,,,,,,,,,,,,,,,,,,Cesar Climaco,Cesar Climaco,,,,,,,,,,,Cesar Climaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cesar Climaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3549853,Tet Garcia,Tet Garcia,,male,,87905825,,,,,,,1940-09-13,,,Enrique,,,,,,,,,Tet Garcia,,,,,Tet Garcia,Tet Garcia,,,,,,,,,,,,,,,,,,,,,,Tet Garcia,,,,,,Enrique Garcia,,Enrique Garcia,,,,,,,,,Tet Garcia,,,,,,,,,,,,,,,,,,,,,Enrique García,,,,,,,,,,,,"Enrique García, Jr.",,,,,,,,,,,,,,,,,,,,,,,,,,Tet Garcia,,,,,,,,,,,,"Enrique Garcia, Jr.",,,,"Enrique Garcia, Jr.",,,,,,,,,,,,Tet Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3550122,Gregorio Perfecto,Gregorio Perfecto,https://upload.wikimedia.org/wikipedia/commons/e/e1/Gregorioperfecto.jpg,male,,,,,,,,,1891-11-28,1949-08-17,,Gregorio,,,,,,,,,Gregorio Perfecto,,,,,Gregorio Perfecto,,,,Gregorio Perfecto,,,,,,,,Gregorio Perfecto,,,,,,Gregorio Perfecto,,,,,,,,,,,,,,,,,,,,,,Gregorio Perfecto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gregorio Perfecto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gregorio Perfecto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3550210,Joey Salceda,Joey Salceda,https://upload.wikimedia.org/wikipedia/commons/d/dd/Joey_Salceda_of_Albay.JPG,male,,,,,,,,,1961-10-26,,,Joey,,,,,,,,,Joey Salceda,,,,,Joey Salceda,,,,Joey Salceda,,,,,,,,Joey Salceda,,,,,,Joey Salceda,,,,,,,,,,,,,,,,,,,,,,Joey Salceda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joey Salceda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joey Salceda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3550706,Herminio Aquino,Herminio Aquino,,male,,,,,,,,,1949-04-25,,/m/09cw84,,,,,,,,,,Herminio Aquino,,,,Herminio Aquino,Herminio Aquino,Herminio Aquino,,,,,,,,,,,Herminio Aquino,,,,,,Herminio Aquino,,,,,,,,,,,,,,,,,,,,,,Herminio Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herminio Aquino,,,,,,,,,,,,,,,Herminio Aquino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3551471,Albert S. Garcia,Albert S. Garcia,,male,,,,,,,,,1970-02-01,,,Albert,,,,,,,,,Albert Garcia,,,,,,Albert S. Garcia,,,,,,,,,,,,,,,,,,,,,,Albert Garcia,,,,,,,,,,,,,,,,,Albert Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3551495,Felicito Payumo,Felicito Payumo,,male,,,,,,,,,1947-01-01,,,,,,,,,,,,Felicito Payumo,,,,,Felicito Payumo,,,,,,,,,,,,Felicito Payumo,,,,,,,,,,,Felicito Payumo,,,,,,,,,,,,,,,,,Felicito Payumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felicito Payumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felicito Payumo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3551534,Mauricio Domogan,Mauricio Domogan,https://upload.wikimedia.org/wikipedia/commons/8/87/Domogan.jpg,male,,,,,,,,,1946-10-10,,,Mauricio,,,,,,,,,Mauricio Domogan,,,,,Mauricio Domogan,Mauricio Domogan,,,,,,,,,,,Mauricio Domogan,,,,,,Mauricio Domogan,,,,,Mauricio Domogan,,,,,,,,,,,,,,,,,Mauricio Domogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mauricio Domogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mauricio Domogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3572990,Cipriano Primicias,Cipriano Primicias,https://upload.wikimedia.org/wikipedia/commons/c/c7/Sen_Primicias.jpg,male,,,,,,,,,1901-09-14,1965-09-20,/m/02wz51d,Cipriano,,,,,,,,,"Cipriano Primicias, Sr.",,,Cipriano Primicias,,Cipriano P. Primicias senior,Cipriano Primicias sr.,,,,,,,,,Cipriano Primicias,,Cipriano Primicias,,,,,,Cipriano Primicias,,,,,,,,,,,,,,,,,,,Cipriano Primicias,,,,,,,,,,,,,,,,,,,,,,,,,Cipriano Primicias,,,,,,,,,,,,,,,,,Cipriano P. Primicias senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cipriano Primicias sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3707493,Galicano Apacible,Galicano Apacible,,male,,104475069,,,,,,,1864-06-25,,,,,,,,,,,,Galicano Apacible,,,,,Galicano Apacible,,,,Galicano Apacible,,,,Galicano Apacible,,,,Galicano Apacible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Galicano Apacible,,,,,Galicano Apacible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q373939,Crispin Beltran,Crispin Beltran,https://upload.wikimedia.org/wikipedia/commons/c/c4/Crispin_Beltran_(1405641421).jpg,male,,121660951,102634199X,n2007204003,,,,,1933-01-07,2008-05-20,/m/02q8rzq,Crispin,,,,,,,,,Crispin Beltran,,,,,Crispin Beltran,Crispin Beltran,,,,,,,,,,,Crispin Beltran,,,,,,Crispin Beltran,,,,,,,,,,,,,,,,,,,,,,Crispin Beltran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crispin Beltran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crispin Beltran,,,,,,,,,,,,,,,Crispin Beltran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q374004,Danilo Lagbas,Danilo Lagbas,,male,,,,,,,,,1952-01-25,2008-06-08,/m/047dwj2,Danilo,,,,,,,,,Danilo Lagbas,,,,,Danilo Lagbas,Danilo Lagbas,,,,,,,,,,,Danilo Lagbas,,,,,,Danilo Lagbas,,,,,,,,,,,,,,,,,,,,,,Danilo Lagbas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danilo Lagbas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danilo Lagbas,,,,,,,,,,,,,,,Danilo Lagbas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q384309,"Jose Cojuangco, Jr.","Jose Cojuangco, Jr.",,male,,,,,,,,,1934-09-19,,/m/04n49kx,Jose,,,,,,,,,"Jose Cojuangco, Jr.",,,Jose Cojuangco Jr.,"Jose Cojuangco, Jr.",,Jose Cojuangco jr.,,,,,,,,,Jose Cojuangco Jr.,,"Jose Cojuangco, Jr.",,,,,,"Jose Cojuangco, Jr.",,,,,,,,,,,,,,,,,,,Jose Cojuangco Jr.,,,Jose Cojuangco Jr.,,,,,,,,,,,,,,,,,,,,,,Jose Cojuangco Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jose Cojuangco jr.,,,,,,,,,,,,,,,Jose Cojuangco Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q389830,Glenn Chong,Glenn Chong,,male,,,,,,,,,1974-07-12,,,Glenn,,,,,,,,,Glenn Chong,,,,,Glenn Chong,Glenn Chong,,,,,,,,,,,Glenn Chong,,,,,,Glenn Chong,,,,,,,,,,,,,,,,,,,,,,Glenn Chong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glenn Chong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q457786,Rodrigo Duterte,Rodrigo Duterte,,male,,,,,,,,,1945-03-28,,/m/0kscy0,Rodrigo,,,,,,,,,Rodrigo Duterte,,,,Rodrigo Duterte,Rodrigo Duterte,Rodrigo Duterte,,,,,,,,,,,Rodrigo Duterte,,,رودریگو دوترت,,,Rodrigo Duterte,,,,,,,ロドリゴ・ドゥテルテ,,,,,,,,,,,,Rodrigo Duterte,,,Rodrigo Duterte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rodrigo Duterte,,,Rodrigo Duterte,,,,,,,رودریگو دوترت,,,,,,,,,,,,Rodrigo Duterte,ロドリゴ・ドゥテルテ,,,,,,,,,,Rodrigo Duterte,,,,,,,,,,,,Rodrigo Duterte,,,Rodrigo Duterte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Радрыга Дутэртэ,Радрыга Дутэртэ
Q4596779,Prospero Amatong,Prospero Amatong,,male,,,,,,,,,1931-10-18,2009-05-16,,Prospero,,,,,,,,,Prospero Amatong,,,,,Prospero Amatong,Prospero Amatong,,,,,,,,,,,Prospero Amatong,,,,,,Prospero Amatong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prospero Amatong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q464255,Margarito Teves,Margarito Teves,https://upload.wikimedia.org/wikipedia/commons/5/57/Gary_Teves.jpg,male,,,,,,,,,1943-08-01,,/m/05b4g78,,,,,,,,,,Margarito Teves,,,,,Margarito Teves,Margarito Teves,,,,,,,,,,,Margarito Teves,,,,,,Margarito Teves,,,,,,,,,,,,,,,,,,,,,,Margarito Teves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Margarito Teves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Margarito Teves,,,,,,,,,,,,,,,Margarito Teves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q464334,Raul M. Gonzalez,Raul M. Gonzalez,https://upload.wikimedia.org/wikipedia/commons/0/0a/Raul_Gonzalez.png,male,,,,,,,,,1930-12-03,2014-09-07,/m/02rmsx3,Raul,,,,,,,,,Raul M. Gonzalez,,,,,Raul M. Gonzalez,Raul Gonzalez,,,,,,Raul M. Gonzalez,,,,,Raul M. Gonzalez,,,,,,Raul M. Gonzalez,Raul M. Gonzalez,,,,,,,,,,,,,,,,,,,,,Raul Gonzalez,,,,,,Раул М. Гонзалез,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raul M. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raul M. Gonzalez,,,,,,,,,Raul M. Gonzalez,,Раул М. Гонзалез,,,,Raul M. Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4666167,Abdulmunir Mundoc Arbison,Abdulmunir Mundoc Arbison,,male,,,,,,,,,1957-11-12,,,,,,,,,,,,Abdulmunir Mundoc Arbison,,,,Abdulmunir Mundoc Arbison,Abdulmunir Mundoc Arbison,Abdulmunir Mundoc Arbison,,,,,,,,,,,,,,,,,Abdulmunir Mundoc Arbison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4679292,Adam Jala,Adam Jala,,male,,,,,,,,,1979-06-17,,,Adam,,,,,,,,,Adam Jala,,,,,Adam Jala,,,,,,,,,,,,,,,,,,Adam Jala,,,,,,,,,,,,,,,,,,,,,,Adam Relson Jala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adam Relson Jala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4703841,Al Francis Bichara,Al Francis Bichara,,male,,,,,,,,,1952-09-17,,,,,,,,,,,,Al Francis Bichara,,,,,Al Francis Bichara,Al Francis Bichara,,,,,,,,,,,Al Francis Bichara,,,,,,Al Francis Bichara,,,,,,,,,,,,,,,,,,,,,,Al Francis Bichara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Al Francis Bichara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4711908,Alberto A. Villavert,Alberto A. Villavert,,male,,,,,,,,,1903-04-25,1984-03-01,,Alberto,,,,,,,,,Alberto A. Villavert,,,,,Alberto A. Villavert,,,,,,,,,,,,Alberto A. Villavert,,,,,,Alberto A. Villavert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4714724,Alejo Santos,Alejo Santos,,male,,,,,,,,,1911-07-17,1984-02-18,,Alejo,,,,,,,,,Alejo Santos,,,,,Alejo Santos,,,,,,,,,,,,Alejo Santos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q471876,Jovito Salonga,Jovito Salonga,https://upload.wikimedia.org/wikipedia/commons/9/9b/Salonga.jpg,male,,92517973,,n87808805,,,,,1920-06-22,,/m/042sny,,,,,,,,,,Jovito Salonga,,,Jovito Salonga,,Jovito Salonga,Jovito Salonga,,,,,,,,,Jovito Salonga,,Jovito Salonga,,,,,,Jovito Salonga,,,,,,,,,,,,,,,,,,,Jovito Salonga,,,Jovito Salonga,,,,,,,,,,,,,,,,,,,,,,Jovito Salonga,,,,,,,,,,,,,,,,,Jovito Salonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jovito Salonga,,,,,,,,,,,,,,,Jovito Salonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q471883,Alan Peter Cayetano,Alan Peter Cayetano,https://upload.wikimedia.org/wikipedia/commons/f/fa/Senator_Alan_Peter_S._Cayetano.jpg,male,,,,,,,,,1970-10-28,,/m/02q5nfb,Alan,,,,,,,,,Alan Peter Cayetano,,,,,Alan Peter Cayetano,Alan Peter Cayetano,,,,,,,,,,,Alan Peter Cayetano,,,,,,Alan Peter Cayetano,,,,,,,,,,,,,,,,,,,,,,Alan Peter Cayetano,,,,,亞蘭˙彼得˙加悅丹諾,,,,,Άλαν Πίτερ Καγιετάνο,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alan Peter Cayetano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alan Peter Cayetano,,,,,,,,,,,,,,,Alan Peter Cayetano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q471899,Joker Arroyo,Joker Arroyo,,male,,,,,,,,,1927-01-05,,/m/0273x_8,,,,,,,,,,Joker Arroyo,,,Joker Arroyo,,Joker Arroyo,Joker Arroyo,,,,,,,,,Joker Arroyo,,Joker Arroyo,,,,,,Joker Arroyo,,,,,,,,,,,,,,,,,,,Joker Arroyo,,,Joker Arroyo,,,,,,,,,,,,,,,,,,,,,,Joker Arroyo,,,,,,,,,,,,,,,,,Joker Arroyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joker Arroyo,,,,,,,,,,,,,,,Joker Arroyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q473096,John Henry Osmeña,John Henry Osmeña,,male,,,,,,,,,1935-01-17,,/m/02q5mwf,John,,,,,,,,,John Henry Osmeña,,,,,John Henry Osmeña,John Henry Osmeña,,,,,,,,,,,John Henry Osmeña,,,,,,John Henry Osmeña,,,,,,,,,,,,,,,,,,,,,,John Henry Osmeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Henry Osmeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Henry Osmeña,,,,,,,,,,,,,,,John Henry Osmeña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4762802,Angelito Sarmiento,Angelito Sarmiento,,male,,,,,,,,,1947-01-07,,,,,,,,,,,,Angelito Sarmiento,,,,,Angelito Sarmiento,Angelito Sarmiento,,,,,,,,,,,Angelito Sarmiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angelito Sarmiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angelito Sarmiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angelito Sarmiento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4767630,Anna York Bondoc,Anna York Bondoc,,female,,,,,,,,,1967-05-11,,,Anna,,,,,,,,,Anna York Bondoc,,,,,Anna York Bondoc,Anna York Bondoc,,,,,,,,,,,,,,,,,Anna York Bondoc,,,,,,,,,,,,,,,,,,,,,,Anna York Bondoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna York Bondoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
