id,name__no,name,wikipedia__no,name__nb,wikipedia__nb,name__nn,wikipedia__nn,name__en,wikipedia__en,image,gender,birth_date,given_name,identifier__freebase,twitter,identifier__VIAF,identifier__IMDB,identifier__GND,identifier__LCAuth,identifier__BIBSYS,facebook,identifier__ISNI,identifier__SUDOC,family_name,identifier__NNDB,identifier__Munzinger,identifier__GTAA,identifier__parlement,website,death_date,identifier__BNF,identifier__NTA,identifier__NDL,identifier__NLA,identifier__NSK,identifier__NPG,identifier__N6I,name__de,name__es,name__fr,name__nl,name__da,name__sv,wikipedia__da,wikipedia__de,name__pl,name__se,wikipedia__fr,wikipedia__pl,wikipedia__se,wikipedia__sv,name__ru,name__ro,name__fi,name__et,name__fo,name__cs,name__ja,name__he,name__uk,name__fa,wikipedia__cs,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fo,wikipedia__he,wikipedia__ja,wikipedia__nl,wikipedia__ro,wikipedia__ru,wikipedia__uk,name__id,wikipedia__id,wikipedia__commons,name__ka,wikipedia__ka,name__la,wikipedia__la,name__it,wikipedia__it,wikipedia__nowikiquote,name__tr,wikipedia__tr,name__cy,name__en_gb,name__eo,name__gl,wikipedia__gl,name__ar,wikipedia__ar,name__is,name__qu,name__de_ch,name__en_ca,wikipedia__cswikiquote,wikipedia__is,wikipedia__plwikiquote,wikipedia__qu,name__ca,name__hr,name__lt,name__pt,name__sk,name__sl,name__kl,name__vi,wikipedia__vi,name__ur,wikipedia__ur,name__hu,name__el,name__ta,name__af,name__bn,name__br,name__lb,name__sr,name__be,name__zh,name__mr,name__lmo,name__ko,name__mk,name__nds,name__vmf,name__vls,name__pdc,name__gsw,wikipedia__af,wikipedia__be,wikipedia__bn,wikipedia__br,wikipedia__el,wikipedia__hu,wikipedia__ko,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__mr,wikipedia__pt,wikipedia__simple,wikipedia__sk,wikipedia__sr,wikipedia__ta,wikipedia__zh,name__an,name__bs,name__ceb,name__eu,name__ga,name__nds_nl,name__pms,name__sq,name__vec,name__wa,name__oc,name__ms,name__sw,name__bcl,name__be_tarask,name__io,name__kk,name__yo,name__lv,name__sh,name__ku,name__bg,name__pt_br,name__sco,name__ml,name__hi,name__az,name__ie,name__hy,wikipedia__an,wikipedia__az,wikipedia__bcl,wikipedia__be_x_old,wikipedia__bg,wikipedia__ca,wikipedia__dewikiquote,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eu,wikipedia__ga,wikipedia__hi,wikipedia__ie,wikipedia__io,wikipedia__kk,wikipedia__ku,wikipedia__lv,wikipedia__ml,wikipedia__ms,wikipedia__oc,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sh,wikipedia__sw,wikipedia__yo,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,wikipedia__nds,wikipedia__hy,name__sr_el,name__sr_ec,name__ia,name__tl,name__ku_arab,name__ku_latn,name__war,name__mg,name__ne,wikipedia__bs,wikipedia__cy,wikipedia__eswikiquote,wikipedia__hr,wikipedia__ia,wikipedia__mg,wikipedia__sl,wikipedia__slwikiquote,wikipedia__tl,wikipedia__war,wikipedia__enwikisource,name__szl,wikipedia__szl,wikipedia__bswikiquote,name__jv,name__my,name__te,name__zh_mo,name__zh_my,name__th,name__arz,wikipedia__arz,wikipedia__jv,wikipedia__my,wikipedia__ne,wikipedia__te,wikipedia__th,identifier__GNC,wikipedia__species,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gd,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nrm,name__pap,name__pcd,name__prg,name__rgn,name__rm,name__sc,name__scn,name__vo,name__wo,name__zu,wikipedia__ast,original_wikiname,identifier__OLID,identifier__NLAtrove,identifier__FAST,identifier__Britannica,wikipedia__frwikiquote,wikipedia__nowikisource,name__new,name__sa,wikipedia__new,wikipedia__sa,name__diq,identifier__MusicBrainz,identifier__NKC,identifier__SFDb,identifier__TED,name__fit,name__vep,wikipedia__vep,wikipedia__nnwikiquote
Q11973700,,Haldis Havrøy,Haldis Havrøy,Haldis Havrøy,,Haldis Havrøy,Haldis Havrøy,Haldis Havrøy,Haldis Havrøy,,female,1925-07-28,,,,,,,,,,,,,,,,,,2000-09-10,,,,,,,,Haldis Havrøy,,Haldis Havrøy,Haldis Havrøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haldis Havrøy,,,,,,,,,,,,,,,,,,,
Q3420320,,Irene Lange Nordahl,Irene Lange Nordahl,Irene Lange Nordahl,,Irene Lange Nordahl,Irene Lange Nordahl,Irene Lange Nordahl,Irene Lange Nordahl,"https://upload.wikimedia.org/wikipedia/commons/d/d1/Irene_Lange_Nordahl_kandidater_Sp,_stortingsvalget_2013.jpg",female,1968-02-11,Irene,,,,,,,,,,,,,,,,,,,,,,,,,Irene Lange Nordahl,Irene Lange Nordahl,Irene Lange Nordahl,Irene Lange Nordahl,Irene Lange Nordahl,Irene Lange Nordahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irene Lange Nordahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irene Lange Nordahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irene Lange Nordahl,,,,,,,,,,,,,,,,,,,
Q7373487,,Roy Wetterstad,Roy N. Wetterstad,Roy N. Wetterstad,,Roy N. Wetterstad,,Roy Wetterstad,Roy Wetterstad,,male,1963-03-22,Roy,,,,,,,,,,,,,,,,,,,,,,,,,Roy Wetterstad,,Roy Wetterstad,Roy Wetterstad,Roy N. Wetterstad,Roy N. Wetterstad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roy Wetterstad,,,,,,,,,,,,,,,,,,,
Q1779121,,Jacob Sverdrup Smitt,Jacob Sverdrup Smitt,Jacob Sverdrup Smitt,,Jacob Sverdrup Smitt,Jacob Sverdrup Smitt,Jacob Sverdrup Smitt,Jacob Sverdrup Smitt,https://upload.wikimedia.org/wikipedia/commons/f/f3/Jacop_Sverdrup_Smitt.jpg,male,1835-01-06,Jacob,/m/09gctkb,,230504463,,,,x09058545,,,,,,,,,,1889-06-06,,,,,,,,Jacob Sverdrup Smitt,Jacob Sverdrup Smitt,Jacob Sverdrup Smitt,Jacob Sverdrup Smitt,Jacob Sverdrup Smitt,Jacob Sverdrup Smitt,,,,,,,,Jacob Sverdrup Smitt,,,,,,,,,,,,,,,,,,,,,,,,,Category:Jacob Sverdrup Smitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Sverdrup Smitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Sverdrup Smitt,,,,,,,,,,,,,,,,,,,
Q19372696,,Ellen Gjerpe Hansen,Ellen Gjerpe Hansen,Ellen Gjerpe Hansen,,,,Ellen Gjerpe Hansen,,,female,1941-07-22,Ellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellen Gjerpe Hansen,,,,,,,,,,,,,,,,,,,
Q4588965,,Sivert Andreas Nielsen,Sivert Andreas Nielsen,Sivert Andreas Nielsen,,Sivert Nielsen,Sivert Nielsen,Sivert Andreas Nielsen,Sivert Andreas Nielsen (1823–1904),,male,1823-10-08,Sivert,,,223001272,,,,,,,,,,,,,,1904-08-18,,,,,,,,Sivert Andreas Nielsen,Sivert Andreas Nielsen,Sivert Andreas Nielsen,Sivert Andreas Nielsen,Sivert Andreas Nielsen,Sivert Andreas Nielsen,,,,,,,,Sivert Andreas Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sivert Andreas Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sivert Andreas Nielsen (1823–1904),,,,,,,,,,,,,,,,,,,
Q1770339,,Inga Marte Thorkildsen,Inga Marte Thorkildsen,Inga Marte Thorkildsen,,Inga Marte Thorkildsen,Inga Marte Thorkildsen,Inga Marte Thorkildsen,Inga Marte Thorkildsen,https://upload.wikimedia.org/wikipedia/commons/f/f2/Norges_ligestillingsminister_Inga_Marte_Thorkildsen_under_FN's_Kvindekommissions_samling_(CSW)_2013_(1).jpg,female,1976-07-02,Inga,/m/0bpj23,,,nm2082547,,,,,,,,,,,,,,,,,,,,,Inga Marte Thorkildsen,Inga Marte Thorkildsen,Inga Marte Thorkildsen,Inga Marte Thorkildsen,Inga Marte Thorkildsen,Inga Marte Thorkildsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inga Marte Thorkildsen,,,,,,,,,因加·马尔特·托基尔德森,,,,,,,,,,,,,,,,,,,,,,,,,,因加·马尔特·托基尔德森,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,因加·马尔特·托基尔德森,因加·馬爾特·托基爾德森,因加·馬爾特·托基爾德森,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inga Marte Thorkildsen,,,,,,,,,,,,,,,,,,,
Q7166803,,Per Severin Hjermann,Per Severin Hjermann,Per Severin Hjermann,,Per Severin Hjermann,Per Severin Hjermann,Per Severin Hjermann,Per Severin Hjermann,,male,1891-04-05,Per,,,,,,,,,,,,,,,,,1972-06-13,,,,,,,,,Per Severin Hjermann,Per Severin Hjermann,Per Severin Hjermann,Per Severin Hjermann,Per Severin Hjermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Per Severin Hjermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Per Severin Hjermann,,,,,,,,,,,,,,,,,,,
Q1771760,,Peter Skovholt Gitmark,Peter Gitmark,Peter Skovholt Gitmark,,Peter Skovholt Gitmark,Peter Skovholt Gitmark,Peter Skovholt Gitmark,Peter Skovholt Gitmark,https://upload.wikimedia.org/wikipedia/commons/3/3b/Peter_S._Gitmark.JPG,male,1977-04-15,Peter,/m/0d_v4j,,,,,,,,,,,,,,,,,,,,,,,,,Peter Skovholt Gitmark,Peter Skovholt Gitmark,Peter Skovholt Gitmark,Peter Skovholt Gitmark,Peter Skovholt Gitmark,,,,,,,,Peter Skovholt Gitmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Skovholt Gitmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Skovholt Gitmark,,,,,,,,,,,,,,,,,,,
Q469790,,Hilde Frafjord Johnson,Hilde Frafjord Johnson,Hilde Frafjord Johnson,,Hilde Frafjord Johnson,Hilde Frafjord Johnson,Hilde Frafjord Johnson,Hilde Frafjord Johnson,https://upload.wikimedia.org/wikipedia/commons/4/44/Hilde-Frafjord-Johnson.jpg,female,1963-08-29,Hilde,/m/041kb5,,145664420,nm1514752,14381625X,n2010067444,x90896571,,0000 0000 9829 6495,154799254,Johnson,,,,,,,,,,,,,,Hilde Frafjord Johnson,Hilde Frafjord Johnson,Hilde Frafjord Johnson,Hilde Frafjord Johnson,Hilde Frafjord Johnson,Hilde Frafjord Johnson,Hilde Frafjord Johnson,Hilde Frafjord Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hilde Frafjord Johnson,,,,,,,Хилде Фрафјорд Јонсон,,,,,,,,,,,,,,,,,,,,,,,,,,Хилде Фрафјорд Јонсон,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hilde Frafjord Jonson,Хилде Фрафјорд Јонсон,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hilde Frafjord Johnson,,,,,,,,,,,,,,,,,,,
Q11964524,,Dagfinn Øksenholt,Dagfinn Øksenholt,Dagfinn Øksenholt,,,,Dagfinn Øksenholt,,,male,1954-03-29,Dagfinn,,,,,,,,,,,,,,,,,,,,,,,,,Dagfinn Øksenholt,,Dagfinn Øksenholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dagfinn Øksenholt,,,,,,,,,,,,,,,,,,,
Q591793,,Anton Martin Schweigaard,Anton Martin Schweigaard,Anton Martin Schweigaard,,Anton Martin Schweigaard,Anton Martin Schweigaard,Anton Martin Schweigaard,Anton Martin Schweigaard,https://upload.wikimedia.org/wikipedia/commons/b/bf/A_M_Schweigaard_(engraving_by_H_P_Hansen).jpg,male,1808-04-11,Anton,/m/06y5j6,,67264372,,118912038,n88125373,,,0000 0000 5338 5371,,,,,,,,1870-02-01,,160132630,,,,,,Anton Martin Schweigaard,Anton Martin Schweigaard,Anton Martin Schweigaard,Anton Martin Schweigaard,Anton Martin Schweigaard,Anton Martin Schweigaard,Anton Martin Schweigaard,Anton Martin Schweigaard,,,,,,Anton Martin Schweigaard,,,,,,,,,,,,Anton Martin Schweigaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anton Martin Schweigaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anton Martin Schweigaard,,,238489,,,,,,,,,,,,,,,,
Q4948769,,Botolv Bråtalien,Botolv Bråtalien,Botolv Bråtalien,,Botolv Bråtalien,,Botolv Bråtalien,Botolv Bråtalien,,male,1892-02-28,,,,,,,,,,,,,,,,,,1969-11-06,,,,,,,,Botolv Bråtalien,,Botolv Bråtalien,Botolv Bråtalien,Botolv Bråtalien,Botolv Bråtalien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Botolv Bråtalien,,,,,,,,,,,,,,,,,,,
Q601683,,Fredrik Meltzer,Fredrik Meltzer,Fredrik Meltzer,,Frederik Meltzer,Frederik Meltzer,Fredrik Meltzer,Fredrik Meltzer,https://upload.wikimedia.org/wikipedia/commons/c/ca/Fredrik_Meltzer.jpg,male,1779-09-29,Frederik,/m/02cflr,,73783629,,,nr2001027573,x90603259,,,,,,,,,,1855-12-17,,,,,,,,Frederik Meltzer,Fredrik Meltzer,Fredrik Meltzer,Fredrik Meltzer,Fredrik Meltzer,Fredrik Meltzer,Fredrik Meltzer,Frederik Meltzer,,,,,,Fredrik Meltzer,,,,,,,,,Фредрік Мельцер,,,,,,,,,,Fredrik Meltzer,,,,,,,,,,,Fredrik Meltzer,Fredrik Meltzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fredrik Meltzer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fredrik Meltzer,OL129745A,,,,,,,,,,,,,,,,,,
Q1779089,,Johan Collett,Johan Collett,Johan Collett,,Johan Collett,Johan Collett,Johan Collett,Johan Collett,https://upload.wikimedia.org/wikipedia/commons/e/ef/Johan_Collett.jpg,male,1775-03-22,Johan,/m/04jkcss,,230704777,,,,x02069506,,,,,,,,,,1827-06-19,,,,,,,,Johan Collett,Johan Collett,Johan Collett,Johan Collett,Johan Collett,Johan Collett,,,,,,,,Johan Collett,,,,,,,,,,,,,,,,,,,,,,,,,Category:Johan Collett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johan Collett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johan Collett,,,,,,,,,,,,,,,,,,,
Q1781916,,Nils Langhelle,Nils Langhelle,Nils Langhelle,,Nils Langhelle,Nils Langhelle,Nils Langhelle,Nils Langhelle,https://upload.wikimedia.org/wikipedia/commons/7/79/27540_Nils_Langhelle.jpg,male,1907-09-28,Nils,/m/0bbtyl,,8189697,,,,,,,,,,,,,,1967-08-28,,,,,,,,Nils Langhelle,Nils Langhelle,Nils Langhelle,Nils Langhelle,Nils Langhelle,Nils Langhelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nils Langhelle,Nils Langhelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nils Langhelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nils Langhelle,,,307690,,,,,,,,,,,,,,,,
Q11998713,,Ruth Grung,Ruth Grung,Ruth Grung,,Ruth Grung,Ruth Grung,Ruth Grung,Ruth Mari Grung,,female,1959-03-10,Ruth,,,,,,,,,,,,,,,,,,,,,,,,,Ruth Grung,Ruth Grung,Ruth Grung,Ruth Mari Grung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruth Grung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ruth Mari Grung,,,,,,,,,,,,,,,,,,,
Q16853862,,Anfin Øen,,,,,,Anfin Øen,Anfin Øen,,male,1868-08-02,,,,,,,,,,,,,,,,,,1928-02-14,,,,,,,,Anfin Øen,,Anfin Øen,Anfin Øen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anfin Øen,,,,,,,,,,,,,,,,,,,
Q4820692,,August Embretsen,August Embretsen,August Embretsen,,August Embretsen,August Embretsen,August Embretsen,August Embretsen,,male,1869-10-19,August,,,,,,,,,,,,,,,,,1914,,,,,,,,August Embretsen,,August Embretsen,August Embretsen,August Embretsen,August Embretsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,August Embretsen,,,,,,,,,,,,,,,,,,,
Q3376058,,Christian Wilhelm Wisbech,Christian Wilhelm Wisbech,Christian Wilhelm Wisbech,,Christian Wilhelm Wisbech,Christian Wilhelm Wisbech,Christian Wilhelm Wisbech,Christian Wilhelm Wisbech,,male,1832,Christian,,,,,,,,,,,,,,,,,1897,,,,,,,,Christian Wilhelm Wisbech,,Christian Wilhelm Wisbech,Christian Wilhelm Wisbech,Christian Wilhelm Wisbech,Christian Wilhelm Wisbech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian Wilhelm Wisbech,,,,,,,,,,,,,,,,,,,
Q3352354,,Jakob Liv Rosted Sverdrup,Jakob Sverdrup,Jakob Sverdrup,,Jakob Sverdrup,Jakob Sverdrup,Jakob Liv Rosted Sverdrup,Jakob Sverdrup (politician),https://upload.wikimedia.org/wikipedia/commons/2/25/Jakob_Sverdrup.png,male,1845-03-27,Jakob,/m/0bx73l,,228635241,,,,,,,,,,,,,,1899-06-11,,,,,,,,Jakob Liv Rosted Sverdrup,Jakob Liv Rosted Sverdrup,Jakob Sverdrup,Jakob Liv Rosted Sverdrup,Jakob Sverdrup,Jakob Sverdrup,Jakob Sverdrup,,,,,,,Jakob Sverdrup,,,,,,,,,,,,,,,,,,,,,,,,,Category:Jakob Sverdrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jakob Liv Rosted Sverdrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jakob Sverdrup (politician),,,,,,,,,,,,,,,,,,,
Q6514662,,Thorstein Treholt,Thorstein Treholt,Thorstein Treholt,,Thorstein Treholt,Thorstein Treholt,Thorstein Treholt,Thorstein Treholt,,male,1911-04-13,Thorstein,,,6579420,,,n91108017,,,,,,,,,,,1993-03-17,,,,,,,,Thorstein Treholt,,Thorstein Treholt,Thorstein Treholt,Thorstein Treholt,Thorstein Treholt,,Thorstein Treholt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thorstein Treholt,,,293940,,,,,,,,,,,,,,,,
Q6774867,,Martin Adolf Andersen,Martin Adolf Andersen,Martin Adolf Andersen,,Martin Andersen,Martin Andersen,Martin Adolf Andersen,Martin Adolf Andersen,,male,1844,Martin,,,,,,,,,,,,,,,,,1927-12-21,,,,,,,,Martin Adolf Andersen,Martin Adolf Andersen,Martin Adolf Andersen,Martin Adolf Andersen,Martin Adolf Andersen,Martin Adolf Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Adolf Andersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martin Adolf Andersen,,,,,,,,,,,,,,,,,,,
